date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:59:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20May%202023%2010:59:17%20GMT	https://wavegp.com/?p=6476	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/index23ee.html	(from https://wavegp.com/digital-asset-manager-wave-financial-crosses-500-million-aum-landmark/)
11:59:24	2882/2882	---MCZ	200	added ('OK')	text/xml	date:Sun,%2014%20May%202023%2010:59:17%20GMT	https://wavegp.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwavegp.com%2Fdigital-asset-manager-wave-financial-crosses-500-million-aum-landmark%2F&format=xml	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-json/oembed/1.0/embeda9d2	(from https://wavegp.com/digital-asset-manager-wave-financial-crosses-500-million-aum-landmark/)
11:59:25	67043/67043	---M--	200	added ('OK')	image/jpeg	etag:%2263ff6229-105e3%22	https://wavegp.com/wp-content/uploads/2021/05/hero-image-valuewalk-369764.jpeg	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-content/uploads/2021/05/hero-image-valuewalk-369764.jpg	(from https://wavegp.com/a-rising-or-falling-crypto-tide-can-lift-or-lower-all-coins/)
11:59:25	1881/1881	---MCZ	200	added ('OK')	application/json	date:Sun,%2014%20May%202023%2010:59:20%20GMT	https://wavegp.com/wp-json/wp/v2/posts/6426	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-json/wp/v2/posts/6426.json	(from https://wavegp.com/a-rising-or-falling-crypto-tide-can-lift-or-lower-all-coins/)
11:59:25	939/939	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%226bd101b3e3a4580ccea3d31861f22e53-gzip%22	https://wavegp.com/a-rising-or-falling-crypto-tide-can-lift-or-lower-all-coins/feed/	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/a-rising-or-falling-crypto-tide-can-lift-or-lower-all-coins/feed/index.html	(from https://wavegp.com/a-rising-or-falling-crypto-tide-can-lift-or-lower-all-coins/)
11:59:26	2745/2745	---MCZ	200	added ('OK')	application/json	date:Sun,%2014%20May%202023%2010:59:20%20GMT	https://wavegp.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwavegp.com%2Fa-rising-or-falling-crypto-tide-can-lift-or-lower-all-coins%2F	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-json/oembed/1.0/embed2168.json	(from https://wavegp.com/a-rising-or-falling-crypto-tide-can-lift-or-lower-all-coins/)
11:59:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20May%202023%2010:59:20%20GMT	https://wavegp.com/?p=6426	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/indexe6b2.html	(from https://wavegp.com/a-rising-or-falling-crypto-tide-can-lift-or-lower-all-coins/)
11:59:27	2856/2856	---MCZ	200	added ('OK')	text/xml	date:Sun,%2014%20May%202023%2010:59:21%20GMT	https://wavegp.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwavegp.com%2Fa-rising-or-falling-crypto-tide-can-lift-or-lower-all-coins%2F&format=xml	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-json/oembed/1.0/embed8ab3	(from https://wavegp.com/a-rising-or-falling-crypto-tide-can-lift-or-lower-all-coins/)
11:59:28	67420/67420	---M--	200	added ('OK')	image/jpeg	etag:%2263ff6229-1075c%22	https://wavegp.com/wp-content/uploads/2021/05/b258f30cab5d82f61aee9357502cebac.jpeg	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-content/uploads/2021/05/b258f30cab5d82f61aee9357502cebac.jpg	(from https://wavegp.com/bitcoin-analysts-set-sights-on-70k-even-80k-after-all-time-high/)
11:59:29	1889/1889	---MCZ	200	added ('OK')	application/json	date:Sun,%2014%20May%202023%2010:59:23%20GMT	https://wavegp.com/wp-json/wp/v2/posts/6422	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-json/wp/v2/posts/6422.json	(from https://wavegp.com/bitcoin-analysts-set-sights-on-70k-even-80k-after-all-time-high/)
11:59:29	951/951	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%226bd101b3e3a4580ccea3d31861f22e53-gzip%22	https://wavegp.com/bitcoin-analysts-set-sights-on-70k-even-80k-after-all-time-high/feed/	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/bitcoin-analysts-set-sights-on-70k-even-80k-after-all-time-high/feed/index.html	(from https://wavegp.com/bitcoin-analysts-set-sights-on-70k-even-80k-after-all-time-high/)
11:59:30	2770/2770	---MCZ	200	added ('OK')	application/json	date:Sun,%2014%20May%202023%2010:59:23%20GMT	https://wavegp.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwavegp.com%2Fbitcoin-analysts-set-sights-on-70k-even-80k-after-all-time-high%2F	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-json/oembed/1.0/embedd93a.json	(from https://wavegp.com/bitcoin-analysts-set-sights-on-70k-even-80k-after-all-time-high/)
11:59:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20May%202023%2010:59:24%20GMT	https://wavegp.com/?p=6422	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/index0867.html	(from https://wavegp.com/bitcoin-analysts-set-sights-on-70k-even-80k-after-all-time-high/)
11:59:31	2881/2881	---MCZ	200	added ('OK')	text/xml	date:Sun,%2014%20May%202023%2010:59:25%20GMT	https://wavegp.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwavegp.com%2Fbitcoin-analysts-set-sights-on-70k-even-80k-after-all-time-high%2F&format=xml	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-json/oembed/1.0/embed70e5	(from https://wavegp.com/bitcoin-analysts-set-sights-on-70k-even-80k-after-all-time-high/)
11:59:32	120470/120470	---MCZ	200	added ('OK')	text/html	date:Sun,%2014%20May%202023%2010:59:26%20GMT	https://wavegp.com/category/press/page/5/	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/category/press/page/5/index.html	(from https://wavegp.com/category/press/page/6/)
11:59:32	33382/33382	---M--	200	added ('OK')	image/jpeg	etag:%2263ff622a-8266%22	https://wavegp.com/wp-content/uploads/2020/12/security-768x403-1-567x296.jpg	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-content/uploads/2020/12/security-768x403-1-567x296.jpg	(from https://wavegp.com/category/press/page/6/)
11:59:33	129045/129045	---MCZ	200	added ('OK')	text/html	date:Sun,%2014%20May%202023%2010:59:26%20GMT	https://wavegp.com/issuing-a-security-token-hype-versus-reality/	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/issuing-a-security-token-hype-versus-reality/index.html	(from https://wavegp.com/category/press/page/6/)
11:59:33	27310/27310	---M--	200	added ('OK')	image/jpeg	etag:%2263ff622a-6aae%22	https://wavegp.com/wp-content/uploads/2020/12/stablecoins-567x296.jpg	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-content/uploads/2020/12/stablecoins-567x296.jpg	(from https://wavegp.com/category/press/page/6/)
11:59:35	129658/129658	---MCZ	200	added ('OK')	text/html	date:Sun,%2014%20May%202023%2010:59:28%20GMT	https://wavegp.com/the-biggest-trend-in-the-stablecoin-industry-in-2019-solvency/	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/the-biggest-trend-in-the-stablecoin-industry-in-2019-solvency/index.html	(from https://wavegp.com/category/press/page/6/)
11:59:35	26442/26442	---M--	200	added ('OK')	image/jpeg	etag:%2263ff622a-674a%22	https://wavegp.com/wp-content/uploads/2020/12/5077d3240de9e1fd488be79aa0612264-567x296.jpg	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-content/uploads/2020/12/5077d3240de9e1fd488be79aa0612264-567x296.jpg	(from https://wavegp.com/category/press/page/6/)
11:59:35	129786/129786	---MCZ	200	added ('OK')	text/html	date:Sun,%2014%20May%202023%2010:59:29%20GMT	https://wavegp.com/what-will-happen-to-bitcoin-and-other-cryptocurrency-prices-in-2019/	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/what-will-happen-to-bitcoin-and-other-cryptocurrency-prices-in-2019/index.html	(from https://wavegp.com/category/press/page/6/)
11:59:35	37931/37931	---M--	200	added ('OK')	image/jpeg	etag:%2263ff622a-942b%22	https://wavegp.com/wp-content/uploads/2020/12/https-specials-images.forbesimg.com-dam-imageserve-902557858-960x0.jpgfitscale-567x296.jpg	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-content/uploads/2020/12/https-specials-images.forbesimg.com-dam-imageserve-902557858-960x0.jpgfitscale-567x296.jpg	(from https://wavegp.com/category/press/page/6/)
11:59:37	39614/39614	---M--	200	added ('OK')	image/jpeg	etag:%2263ff622a-9abe%22	https://wavegp.com/wp-content/uploads/2020/12/Investing-567x296.jpg	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-content/uploads/2020/12/Investing-567x296.jpg	(from https://wavegp.com/category/press/page/6/)
11:59:38	128930/128930	---MCZ	200	added ('OK')	text/html	date:Sun,%2014%20May%202023%2010:59:31%20GMT	https://wavegp.com/bringing-the-venture-model-to-crypto/	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/bringing-the-venture-model-to-crypto/index.html	(from https://wavegp.com/category/press/page/6/)
11:59:38	129828/129828	---MCZ	200	added ('OK')	text/html	date:Sun,%2014%20May%202023%2010:59:31%20GMT	https://wavegp.com/what-will-it-take-to-thaw-the-crypto-winter/	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/what-will-it-take-to-thaw-the-crypto-winter/index.html	(from https://wavegp.com/category/press/page/6/)
11:59:39	130394/130394	---MCZ	200	added ('OK')	text/html	date:Sun,%2014%20May%202023%2010:59:33%20GMT	https://wavegp.com/wave-financial-surpasses-1-billion-aum-mark-doubling-aum-in-just-over-100-days/	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wave-financial-surpasses-1-billion-aum-mark-doubling-aum-in-just-over-100-days/index.html	(from https://wavegp.com/category/announcement/page/2/)
11:59:40	55117/55117	---M--	200	added ('OK')	image/jpeg	etag:%2263ff6229-d74d%22	https://wavegp.com/wp-content/uploads/2021/06/stock-market-today-051921-567x296.jpg	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-content/uploads/2021/06/stock-market-today-051921-567x296.jpg	(from https://wavegp.com/category/announcement/page/2/)
11:59:41	32696/32696	---M--	200	added ('OK')	image/jpeg	etag:%2263ff6229-7fb8%22	https://wavegp.com/wp-content/uploads/2021/05/960x0-567x296.jpg	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-content/uploads/2021/05/960x0-567x296.jpg	(from https://wavegp.com/category/announcement/page/2/)
11:59:42	130285/130285	---MCZ	200	added ('OK')	text/html	date:Sun,%2014%20May%202023%2010:59:36%20GMT	https://wavegp.com/wave-financial-expands-investment-offerings-with-worlds-first-traditional-nft-fund-2/	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wave-financial-expands-investment-offerings-with-worlds-first-traditional-nft-fund-2/index.html	(from https://wavegp.com/category/announcement/page/2/)
11:59:42	23174/23174	---M--	200	added ('OK')	image/jpeg	etag:%2263ff6229-5a86%22	https://wavegp.com/wp-content/uploads/2021/06/wav-567x296.jpg	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-content/uploads/2021/06/wav-567x296.jpg	(from https://wavegp.com/category/announcement/page/2/)
11:59:42	134468/134468	---MCZ	200	added ('OK')	text/html	date:Sun,%2014%20May%202023%2010:59:36%20GMT	https://wavegp.com/wave-financial-strengthens-leadership-team-with-two-wall-street-veterans/	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wave-financial-strengthens-leadership-team-with-two-wall-street-veterans/index.html	(from https://wavegp.com/category/announcement/page/2/)
11:59:43	137550/137550	---MCZ	200	added ('OK')	text/html	date:Sun,%2014%20May%202023%2010:59:36%20GMT	https://wavegp.com/criptonite-asset-management-and-us-based-wave-financial-announce-strategic-partnership/	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/criptonite-asset-management-and-us-based-wave-financial-announce-strategic-partnership/index.html	(from https://wavegp.com/category/announcement/page/2/)
11:59:43	25010/25010	---M--	200	added ('OK')	image/jpeg	etag:%2263ff6229-61b2%22	https://wavegp.com/wp-content/uploads/2021/06/shutterstock_1205726533-567x296.jpg	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-content/uploads/2021/06/shutterstock_1205726533-567x296.jpg	(from https://wavegp.com/category/announcement/page/2/)
11:59:44	137705/137705	---MCZ	200	added ('OK')	text/html	date:Sun,%2014%20May%202023%2010:59:38%20GMT	https://wavegp.com/wave-financial-nears-launch-of-second-tokenized-real-asset-fund-tapping-whiskey-market/	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wave-financial-nears-launch-of-second-tokenized-real-asset-fund-tapping-whiskey-market/index.html	(from https://wavegp.com/category/announcement/page/2/)
11:59:44	37439/37439	---M--	200	added ('OK')	image/jpeg	etag:%2263ff622a-923f%22	https://wavegp.com/wp-content/uploads/2020/12/tads_winner_pr-1-1400x788-1-567x296.jpg	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-content/uploads/2020/12/tads_winner_pr-1-1400x788-1-567x296.jpg	(from https://wavegp.com/category/announcement/page/2/)
11:59:45	138122/138122	---MCZ	200	added ('OK')	text/html	date:Sun,%2014%20May%202023%2010:59:38%20GMT	https://wavegp.com/digital-asset-manager-wave-financial-crosses-500-million-aum-landmark-2/	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/digital-asset-manager-wave-financial-crosses-500-million-aum-landmark-2/index.html	(from https://wavegp.com/category/announcement/page/2/)
11:59:45	129134/129134	---MCZ	200	added ('OK')	text/html	date:Sun,%2014%20May%202023%2010:59:39%20GMT	https://wavegp.com/2020-tads-awards-winner-announcement/	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/2020-tads-awards-winner-announcement/index.html	(from https://wavegp.com/category/announcement/page/2/)
11:59:45	21016/21016	---M--	200	added ('OK')	image/jpeg	etag:%2263ff622a-5218%22	https://wavegp.com/wp-content/uploads/2020/12/5f5ffcd5c4ca300bd4fd5bf8_Screen-Shot-2020-09-14-at-4.28.12-PM-567x296.jpg	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-content/uploads/2020/12/5f5ffcd5c4ca300bd4fd5bf8_Screen-Shot-2020-09-14-at-4.28.12-PM-567x296.jpg	(from https://wavegp.com/category/announcement/page/2/)
11:59:46	130490/130490	---MCZ	200	added ('OK')	text/html	date:Sun,%2014%20May%202023%2010:59:40%20GMT	https://wavegp.com/wave-financial-wins-first-round-of-investment-for-whiskey-fund-ahead-of-tokenization/	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wave-financial-wins-first-round-of-investment-for-whiskey-fund-ahead-of-tokenization/index.html	(from https://wavegp.com/category/announcement/page/2/)
11:59:46	16959/16959	---M--	200	added ('OK')	image/jpeg	etag:%2263ff622a-423f%22	https://wavegp.com/wp-content/uploads/2020/12/672z311_1599830437_2020-09-11-14-20-37_11be7013238208ce699eb7ef4261d030-567x296.jpg	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-content/uploads/2020/12/672z311_1599830437_2020-09-11-14-20-37_11be7013238208ce699eb7ef4261d030-567x296.jpg	(from https://wavegp.com/category/announcement/page/2/)
11:59:48	40626/40626	---M--	200	added ('OK')	image/jpeg	etag:%2263ff622b-9eb2%22	https://wavegp.com/wp-content/uploads/2020/05/wave_conf-567x258.jpg	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-content/uploads/2020/05/wave_conf-567x258.jpg	(from https://wavegp.com/category/announcement/page/2/)
11:59:48	130406/130406	---MCZ	200	added ('OK')	text/html	date:Sun,%2014%20May%202023%2010:59:41%20GMT	https://wavegp.com/wave-financial-receives-first-tranche-of-kentucky-bourbon-for-new-whiskey-fund/	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wave-financial-receives-first-tranche-of-kentucky-bourbon-for-new-whiskey-fund/index.html	(from https://wavegp.com/category/announcement/page/2/)
11:59:49	4955/4955	---MCZ	200	added ('OK')	application/json	date:Sun,%2014%20May%202023%2010:59:43%20GMT	https://wavegp.com/wp-json/wp/v2/posts/7836	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-json/wp/v2/posts/7836.json	(from https://wavegp.com/wave-digital-assets-rebrand-faq/)
11:59:49	134905/134905	---MCZ	200	added ('OK')	text/html	date:Sun,%2014%20May%202023%2010:59:43%20GMT	https://wavegp.com/digital-asset-perspectives-virtual-conference/	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/digital-asset-perspectives-virtual-conference/index.html	(from https://wavegp.com/category/announcement/page/2/)
11:59:49	2591/2591	---MCZ	200	added ('OK')	application/json	date:Sun,%2014%20May%202023%2010:59:44%20GMT	https://wavegp.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwavegp.com%2Fwave-digital-assets-rebrand-faq%2F	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-json/oembed/1.0/embedb811.json	(from https://wavegp.com/wave-digital-assets-rebrand-faq/)
11:59:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20May%202023%2010:59:44%20GMT	https://wavegp.com/?p=7836	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/index0584.html	(from https://wavegp.com/wave-digital-assets-rebrand-faq/)
11:59:51	2702/2702	---MCZ	200	added ('OK')	text/xml	date:Sun,%2014%20May%202023%2010:59:44%20GMT	https://wavegp.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwavegp.com%2Fwave-digital-assets-rebrand-faq%2F&format=xml	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-json/oembed/1.0/embed5b0f	(from https://wavegp.com/wave-digital-assets-rebrand-faq/)
11:59:51	851/851	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%226bd101b3e3a4580ccea3d31861f22e53-gzip%22	https://wavegp.com/wave-digital-assets-rebrand-faq/feed/	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wave-digital-assets-rebrand-faq/feed/index.html	(from https://wavegp.com/wave-digital-assets-rebrand-faq/)
11:59:52	550370/550370	---M--	200	added ('OK')	image/jpeg	etag:%2263ff6229-865e2%22	https://wavegp.com/wp-content/uploads/2022/09/1x-1.jpeg	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-content/uploads/2022/09/1x-1.jpg	(from https://wavegp.com/microstrategys-saylor-drops-ceo-role-as-company-posts-1-billion-loss/)
11:59:52	1911/1911	---MCZ	200	added ('OK')	application/json	date:Sun,%2014%20May%202023%2010:59:46%20GMT	https://wavegp.com/wp-json/wp/v2/posts/7589	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-json/wp/v2/posts/7589.json	(from https://wavegp.com/microstrategys-saylor-drops-ceo-role-as-company-posts-1-billion-loss/)
11:59:52	966/966	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%226bd101b3e3a4580ccea3d31861f22e53-gzip%22	https://wavegp.com/microstrategys-saylor-drops-ceo-role-as-company-posts-1-billion-loss/feed/	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/microstrategys-saylor-drops-ceo-role-as-company-posts-1-billion-loss/feed/index.html	(from https://wavegp.com/microstrategys-saylor-drops-ceo-role-as-company-posts-1-billion-loss/)
11:59:52	2776/2776	---MCZ	200	added ('OK')	application/json	date:Sun,%2014%20May%202023%2010:59:47%20GMT	https://wavegp.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwavegp.com%2Fmicrostrategys-saylor-drops-ceo-role-as-company-posts-1-billion-loss%2F	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-json/oembed/1.0/embed09da.json	(from https://wavegp.com/microstrategys-saylor-drops-ceo-role-as-company-posts-1-billion-loss/)
11:59:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20May%202023%2010:59:47%20GMT	https://wavegp.com/?p=7589	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/index64ac.html	(from https://wavegp.com/microstrategys-saylor-drops-ceo-role-as-company-posts-1-billion-loss/)
11:59:54	2893/2893	---MCZ	200	added ('OK')	text/xml	date:Sun,%2014%20May%202023%2010:59:47%20GMT	https://wavegp.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwavegp.com%2Fmicrostrategys-saylor-drops-ceo-role-as-company-posts-1-billion-loss%2F&format=xml	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-json/oembed/1.0/embed6808	(from https://wavegp.com/microstrategys-saylor-drops-ceo-role-as-company-posts-1-billion-loss/)
11:59:54	4746/4746	---MCZ	200	added ('OK')	application/json	date:Sun,%2014%20May%202023%2010:59:48%20GMT	https://wavegp.com/wp-json/wp/v2/posts/7456	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-json/wp/v2/posts/7456.json	(from https://wavegp.com/wave-financial-launches-stable-asset-yield-fund/)
11:59:54	899/899	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%226bd101b3e3a4580ccea3d31861f22e53-gzip%22	https://wavegp.com/wave-financial-launches-stable-asset-yield-fund/feed/	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wave-financial-launches-stable-asset-yield-fund/feed/index.html	(from https://wavegp.com/wave-financial-launches-stable-asset-yield-fund/)
11:59:54	2657/2657	---MCZ	200	added ('OK')	application/json	date:Sun,%2014%20May%202023%2010:59:49%20GMT	https://wavegp.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwavegp.com%2Fwave-financial-launches-stable-asset-yield-fund%2F	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-json/oembed/1.0/embed30bf.json	(from https://wavegp.com/wave-financial-launches-stable-asset-yield-fund/)
11:59:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20May%202023%2010:59:49%20GMT	https://wavegp.com/?p=7456	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/index6f96.html	(from https://wavegp.com/wave-financial-launches-stable-asset-yield-fund/)
11:59:56	2768/2768	---MCZ	200	added ('OK')	text/xml	date:Sun,%2014%20May%202023%2010:59:49%20GMT	https://wavegp.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwavegp.com%2Fwave-financial-launches-stable-asset-yield-fund%2F&format=xml	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-json/oembed/1.0/embed229e	(from https://wavegp.com/wave-financial-launches-stable-asset-yield-fund/)
11:59:57	70429/70429	---M--	200	added ('OK')	image/jpeg	etag:%2263ff6229-1131d%22	https://wavegp.com/wp-content/uploads/2022/03/6628e286df1f461a86d25314c7204525.jpg	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-content/uploads/2022/03/6628e286df1f461a86d25314c7204525.jpg	(from https://wavegp.com/wave-financial-launches-ada-yield-fund-to-support-cardano-defi-ecosystem-growth/)
11:59:57	7157/7157	---MCZ	200	added ('OK')	application/json	date:Sun,%2014%20May%202023%2010:59:51%20GMT	https://wavegp.com/wp-json/wp/v2/posts/7390	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-json/wp/v2/posts/7390.json	(from https://wavegp.com/wave-financial-launches-ada-yield-fund-to-support-cardano-defi-ecosystem-growth/)
11:59:57	995/995	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%226bd101b3e3a4580ccea3d31861f22e53-gzip%22	https://wavegp.com/wave-financial-launches-ada-yield-fund-to-support-cardano-defi-ecosystem-growth/feed/	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wave-financial-launches-ada-yield-fund-to-support-cardano-defi-ecosystem-growth/feed/index.html	(from https://wavegp.com/wave-financial-launches-ada-yield-fund-to-support-cardano-defi-ecosystem-growth/)
11:59:58	2837/2837	---MCZ	200	added ('OK')	application/json	date:Sun,%2014%20May%202023%2010:59:52%20GMT	https://wavegp.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwavegp.com%2Fwave-financial-launches-ada-yield-fund-to-support-cardano-defi-ecosystem-growth%2F	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-json/oembed/1.0/embeddd5d.json	(from https://wavegp.com/wave-financial-launches-ada-yield-fund-to-support-cardano-defi-ecosystem-growth/)
11:59:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20May%202023%2010:59:52%20GMT	https://wavegp.com/?p=7390	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/index8377.html	(from https://wavegp.com/wave-financial-launches-ada-yield-fund-to-support-cardano-defi-ecosystem-growth/)
11:59:59	2948/2948	---MCZ	200	added ('OK')	text/xml	date:Sun,%2014%20May%202023%2010:59:52%20GMT	https://wavegp.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwavegp.com%2Fwave-financial-launches-ada-yield-fund-to-support-cardano-defi-ecosystem-growth%2F&format=xml	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-json/oembed/1.0/embed901e	(from https://wavegp.com/wave-financial-launches-ada-yield-fund-to-support-cardano-defi-ecosystem-growth/)
12:00:00	65829/65829	---M--	200	added ('OK')	image/jpeg	etag:%2263ff6229-10125%22	https://wavegp.com/wp-content/uploads/2022/03/nft-infrastructure-provider-rarify-gets-10-million-investment-in-series-a-funding-round-led-by-pantera-capital-1200x900-1.jpg	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-content/uploads/2022/03/nft-infrastructure-provider-rarify-gets-10-million-investment-in-series-a-funding-round-led-by-pantera-capital-1200x900-1.jpg	(from https://wavegp.com/nft-fund-available-to-qualified-investors-in-switzerland/)
12:00:01	6060/6060	---MCZ	200	added ('OK')	application/json	date:Sun,%2014%20May%202023%2010:59:55%20GMT	https://wavegp.com/wp-json/wp/v2/posts/7384	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-json/wp/v2/posts/7384.json	(from https://wavegp.com/nft-fund-available-to-qualified-investors-in-switzerland/)
12:00:01	926/926	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%226bd101b3e3a4580ccea3d31861f22e53-gzip%22	https://wavegp.com/nft-fund-available-to-qualified-investors-in-switzerland/feed/	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/nft-fund-available-to-qualified-investors-in-switzerland/feed/index.html	(from https://wavegp.com/nft-fund-available-to-qualified-investors-in-switzerland/)
12:00:01	2811/2811	---MCZ	200	added ('OK')	application/json	date:Sun,%2014%20May%202023%2010:59:56%20GMT	https://wavegp.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwavegp.com%2Fnft-fund-available-to-qualified-investors-in-switzerland%2F	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-json/oembed/1.0/embed4a63.json	(from https://wavegp.com/nft-fund-available-to-qualified-investors-in-switzerland/)
12:00:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20May%202023%2010:59:56%20GMT	https://wavegp.com/?p=7384	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/indexc86f.html	(from https://wavegp.com/nft-fund-available-to-qualified-investors-in-switzerland/)
12:00:02	2922/2922	---MCZ	200	added ('OK')	text/xml	date:Sun,%2014%20May%202023%2010:59:56%20GMT	https://wavegp.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwavegp.com%2Fnft-fund-available-to-qualified-investors-in-switzerland%2F&format=xml	C:/Users/ADMIN/Documents/wavegp.com/wavegp.com/wp-json/oembed/1.0/embed154d	(from https://wavegp.com/nft-fund-available-to-qualified-investors-in-switzerland/)
